bridge_row_id,batch_id,pilot_selected,folder,file,title,axis,thesis,concepts,bridge_claim_status,required_next_evidence,claim_use_allowed,corpus_item_id,path_norm,ext,size_bytes,dedupe_key,duplicate_group_size,filename_match_count,duplicate_risk,corpus_class_preliminary,current_evidence_grade,current_verification_status,access_status,sample_status,verdict_status,review_status,ledger_block_id
BRIDGE-0104,backlog,False,International Relations Theory,Realism idealism and international politics.pdf,"Realism, Idealism and International Politics: A Reinterpretation",theory,The Anglo-American discipline of International Relations has been founded on a false dichotomy between realism and idealism; a reinterpretation of major realist theorists reveals how both explanatory and normative dimensions of international theory are inseparable and mutually constitutive.,realism versus idealism; domestic-international distinction; power politics and anarchy; balance of power; state behaviour explanation; metatheoretical assumptions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_95c93dab9434,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Realism idealism and international politics.pdf,.pdf,722487,realism idealism and international politics.pdf|722487,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0105,backlog,False,International Relations Theory,Realism in International Relations and International Political Economy.pdf,Realism in International Relations and International Political Economy: The Continuing Story of a Death Foretold,theory,"Realism evolved not as a fixed school of thought but as a repeatedly failed attempt to transform European diplomatic rules into principles of US social science, with its trajectory marked by crises and institutional pressures.",classical realism; core concepts and their evolution; containment policy; crisis management; détente diplomacy; inter-paradigm debate,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_1c5602b8b7fe,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Realism in International Relations and International Political Economy.pdf,.pdf,20458842,realism in international relations and international political economy.pdf|20458842,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0106,backlog,False,International Relations Theory,Realism reconsidered.pdf,Realism Reconsidered: The Legacy of Hans Morgenthau in International Relations,theory,This edited volume reassesses Hans Morgenthau's foundational contributions to realist international relations theory and examines his continuing relevance to contemporary debates in international politics.,realism; Hans Morgenthau; balance of power; international morality; agency; political realism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_b5a0b6d4f6fc,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Realism reconsidered.pdf,.pdf,2355466,realism reconsidered.pdf|2355466,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0107,backlog,False,International Relations Theory,Realist tradition & limits of international relations.pdf,The Realist Tradition and the Limits of International Relations,theory,"Classical realist thinkers emphasized restrained power and ethics in politics, contrary to the stereotype that realism reduces IR to crude power politics.",Realism; Power politics; Ethics in international relations; Classical realist thought; Responsible statecraft,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_a087e1c4ce5d,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Realist tradition & limits of international relations.pdf,.pdf,1758830,realist tradition & limits of international relations.pdf|1758830,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0108,backlog,False,International Relations Theory,Regions and powers.pdf,Regions and Powers: The Structure of International Security,mixed,"Since decolonization, regional security complexes have become the primary organizing framework for understanding post-Cold War international security dynamics, revealing radical diversity in global security patterns.",Regional security complexes; Security regionalism; Post-Cold War order; Decolonization; Global power structure; Territorial security dynamics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_bc7334ac370c,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Regions and powers.pdf,.pdf,3977837,regions and powers.pdf|3977837,1,7,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0109,backlog,False,International Relations Theory,Regions of War and Peace.pdf,Regions of War and Peace,empirical,"Power parity and dissatisfaction with the status quo are correlates of war across regions and power levels, with differential development explaining cross-regional variation in their war-generating effects.",power parity; status quo dissatisfaction; regional hierarchies; minor vs. major powers; development differentials,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_62f9ddbe2883,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Regions of War and Peace.pdf,.pdf,814256,regions of war and peace.pdf|814256,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0110,backlog,False,International Relations Theory,Religion in IR.pdf,Religion in International Relations: The Return from Exile,theory,"Religion, long marginalized in IR theory and practice, has resurged as a vital force shaping international politics, security, and global ethics in the post-Cold War era.",religious resurgence; securitization; international political theology; religious pluralism; faith and conflict; Christian-Islamic dialogue,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_1858f06c8554,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Religion in IR.pdf,.pdf,1293154,religion in ir.pdf|1293154,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0111,backlog,False,International Relations Theory,Rethinking_ethical_foreign_policy.pdf,Rethinking Ethical Foreign Policy,theory,"Ethics have become central to contemporary foreign policy, and understanding their limits requires examining both internal policy dynamics and unintended consequences rather than simply reconciling interests with values.",ethical foreign policy; intervention techniques; strategic interests vs. values; policy consequences; international governance,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_6d8b1905249d,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Rethinking_ethical_foreign_policy.pdf,.pdf,1122502,rethinking_ethical_foreign_policy.pdf|1122502,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0112,backlog,False,International Relations Theory,Securitization Understanding Its Process in the field of International Relations.pdf,Securitization: Understanding Its Process in the Field of International Relations,theory,"Security issues are socially constructed through a process of securitization, with the Copenhagen School and Singaporean School offering competing frameworks for understanding how and why certain developments become defined as security threats requiring emergency measures.",securitization; Copenhagen School framework; Singaporean School framework; social construction of threats; non-traditional security; security expansion,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_f06f6aa810c6,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Securitization Understanding Its Process in the field of International Relations.pdf,.pdf,110644,securitization understanding its process in the field of international relations.pdf|110644,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0113,backlog,False,International Relations Theory,Social and Cultural Dynamics.pdf,"Social and Cultural Dynamics: A Study of Change in Major Systems of Art, Truth, Ethics, Law and Social Relationships",theory,"Sociocultural systems undergo cyclical fluctuations between ideational, idealistic, and sensate phases, with major shifts in art, philosophy, ethics, law, and social organization reflecting deeper patterns of historical change.",ideational and sensate cultural phases; cyclical theory of history; macrosociology; cultural mentality; systems of truth and ethics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_c9c91c2d81c3,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Social and Cultural Dynamics.pdf,.pdf,23418387,social and cultural dynamics.pdf|23418387,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0114,backlog,False,International Relations Theory,Social theory of international politics.pdf,Social Theory of International Politics,theory,"The international system is a social construction shaped by shared ideas and cultures of anarchy rather than material forces alone, with state interests and behaviors fundamentally determined by how states conceptualize their relationships as enemies, rivals, or friends.",constructivism; cultures of anarchy; social construction; structural change; state identity and interests,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_85d42e50033a,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/IRT_Realism/cognitive_philosophy/Social theory of international politics.pdf,.pdf,1757512,social theory of international politics.pdf|1757512,1,4,yes,Core,metadata_only,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0115,backlog,False,International Relations Theory,State Society and International Relations in Asia.pdf,"State, Society and International Relations in Asia: Reality and Challenges",empirical,"Asian postcolonial states navigate rising economic and political power while managing internal tensions around nationalism, democratization, ethno-religious conflict, and state-society relations in a globalizing world.",postcolonial state formation; nationalism and democratization; state-society relations; ethno-religious tensions; geopolitics and regionalization; economic industrialization,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_ade0786ca5a1,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/State Society and International Relations in Asia.pdf,.pdf,2808192,state society and international relations in asia.pdf|2808192,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0116,backlog,False,International Relations Theory,State repression and the domestic democratic peace.pdf,State Repression and the Domestic Democratic Peace,empirical,"Democracy reduces state repression across multiple dimensions, though unevenly and contingently on the absence of severe political conflict.",state repression; democratic peace; human rights violations; electoral participation; political conflict; regime type,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_4e9ae151bf38,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/State repression and the domestic democratic peace.pdf,.pdf,1487458,state repression and the domestic democratic peace.pdf|1487458,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0117,backlog,False,International Relations Theory,Strategic_Regions_in_21st_Century_Power_Politics.pdf,Strategic Regions in 21st Century Power Politics: Zones of Consensus and Zones of Conflict,empirical,"The book examines how geographical regions shape contemporary international power competition, identifying areas of consensus and conflict among major powers through geopolitical analysis of strategic zones including the Indian Ocean, Arctic, South China Sea, and Eurasia.",geopolitics; strategic regions; power politics; zones of conflict; great power competition; regional hegemony,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_0dc07650b377,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Strategic_Regions_in_21st_Century_Power_Politics.pdf,.pdf,3455088,strategic_regions_in_21st_century_power_politics.pdf|3455088,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0118,backlog,False,International Relations Theory,System Effects.pdf,System Effects: Complexity in Political and Social Life,theory,"Political and social systems exhibit emergent properties and complex interdependencies where outcomes arise from interactions among actors rather than from individual intentions, requiring analysis of indirect effects, feedback loops, and systemic constraints.",System effects and emergent properties; Feedback loops and circular causality; Balance of power dynamics; Interdependence and interconnection; Triangular relations and alignment; Complexity in international relations,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_1d19adb2b23c,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/System Effects.pdf,.pdf,901130,system effects.pdf|901130,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0119,backlog,False,International Relations Theory,Temptations_of_power.pdf,Temptations of Power: The United States in Global Politics after 9/11,empirical,"The United States faced critical choices about how to exercise its post-Cold War power following the September 11 attacks, with significant consequences for global politics and international relations.",US foreign policy; balance of power; post-9/11 strategy; terrorism and national security; international relations theory,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_37d158c50959,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Temptations_of_power.pdf,.pdf,705453,temptations_of_power.pdf|705453,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0120,backlog,False,International Relations Theory,The Anarchical Society Bull.pdf,The Anarchical Society: A Study of Order in World Politics,theory,"International order can exist among sovereign states despite the absence of a central authority, through the functioning of an international society based on shared rules, institutions, and practices.",International society; Balance of power; Order versus justice; Great power management; Diplomacy and international law,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_7adcfd13292d,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Anarchical Society Bull.pdf,.pdf,1547017,the anarchical society bull.pdf|1547017,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0121,backlog,False,International Relations Theory,The Behavioral Origins of War.pdf,The Behavioral Origins of War,method,Comprehensive empirical testing of multiple international relations theories through comparative hypothesis testing reveals that war's origins emerge from multiple complementary causes rather than single explanatory frameworks.,expected utility theory; comparative hypothesis testing; international conflict; behavioral explanations; theoretical cumulation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_449ea1cdcb16,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Behavioral Origins of War.pdf,.pdf,1002336,the behavioral origins of war.pdf|1002336,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0122,backlog,False,International Relations Theory,The Expansion of International Society Hedley Bull.pdf,The Expansion of International Society,mixed,"The international society of European origin has geographically expanded globally and transformed from a European-dominated system into a universal, non-hegemonic structure, raising the question of whether consensus on common rules and institutions has been maintained or eroded.",European international system expansion; International society and membership; Hegemony and domination; Non-European state integration; Global consensus and institutions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_53935c7c7bef,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Expansion of International Society Hedley Bull.pdf,.pdf,19323095,the expansion of international society hedley bull.pdf|19323095,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0123,backlog,False,International Relations Theory,The Field of Nations An Account of Some New Approaches to International Relations.pdf,The Field of Nations: An Account of Some New Approaches to International Relations,method,"International relations can be systematically studied through behavioural science techniques and formal models, including game theory, simulations, and mathematical frameworks, that complement traditional historical and political analysis.",game theory and interdependent decisions; systems analysis and modelling; simulation methods; quantitative analysis and statistical methods; crisis analysis and decision-making; behavioural approaches to world politics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_4fb8ec8289dc,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Field of Nations An Account of Some New Approaches to International Relations.pdf,.pdf,19321429,the field of nations an account of some new approaches to international relations.pdf|19321429,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0124,backlog,False,International Relations Theory,The First World War and German National Identity The Dual Alliance at War.pdf,The First World War and German National Identity: The Dual Alliance at War,empirical,"The First World War challenged and reshaped German national identity through the complex relationship between Imperial Germany and Austria-Hungary, revealing tensions between German-speaking populations and broader conceptions of German nationhood.",German national identity; Austro-German alliance; War and society; Central European history; German war aims,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_325cebc84b78,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The First World War and German National Identity The Dual Alliance at War.pdf,.pdf,2737769,the first world war and german national identity the dual alliance at war.pdf|2737769,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0125,backlog,False,International Relations Theory,The Fundamental Principles of International Relations.pdf,Fundamental Principles of International Relations,theory,"International relations encompasses enduring characteristics of world politics alongside revolutionary changes affecting the state system, with contemporary trends like globalization reshaping traditional IR issues in a complex post-Cold War era.",state system; globalization; international organization; foreign policy; world politics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_2f01d9cb7abf,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Fundamental Principles of International Relations.pdf,.pdf,3542420,the fundamental principles of international relations.pdf|3542420,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0126,backlog,False,International Relations Theory,"The Hawk and the Dove Paul Nitze, George Kennan, and the History of the Cold War by Nicholas Thompson.mobi.pdf","The Hawk and the Dove: Paul Nitze, George Kennan, and the History of the Cold War",empirical,"A dual biography examining the contrasting Cold War strategies of Paul Nitze and George Kennan, exploring how their fundamental disagreement on containment and deterrence shaped U.S. foreign policy from the 1940s through the 1980s.",containment strategy; Cold War deterrence; U.S.-Soviet relations; arms race negotiations; policy disagreement and influence,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_e05551dd492c,"SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Hawk and the Dove Paul Nitze, George Kennan, and the History of the Cold War by Nicholas Thompson.mobi.pdf",.pdf,2994317,"the hawk and the dove paul nitze, george kennan, and the history of the cold war by nicholas thompson.mobi.pdf|2994317",2,3,yes,Core,metadata_only,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0127,backlog,False,International Relations Theory,"The Last Decade of the Cold War From Conflict Escalation to Conflict Transformation Cass Series--Cold War History, 5 by Olav Njolstad.pdf",The Last Decade of the Cold War: From Conflict Escalation to Conflict Transformation,empirical,"The 1980s marked a decisive shift from escalating Cold War tensions to fundamental transformation of superpower relations, driven by Soviet economic constraints, ideological reorientation, and changing strategic calculations.",Cold War escalation and de-escalation; Soviet perestroika and new thinking; Superpower cooperation; Economic constraints on security policy; European role in Cold War transformation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_418fb2a20aaf,"SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Last Decade of the Cold War From Conflict Escalation to Conflict Transformation Cass Series--Cold War History, 5 by Olav Njolstad.pdf",.pdf,2315993,"the last decade of the cold war from conflict escalation to conflict transformation cass series--cold war history, 5 by olav njolstad.pdf|2315993",2,3,yes,Core,metadata_only,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0128,backlog,False,International Relations Theory,"The Long Twentieth Century Money, Power and the Origins of Our Time Giovanni Arrighi.pdf","The Long Twentieth Century: Money, Power, and the Origins of Our Times",theory,"The long twentieth century represents a distinct epoch of capitalist development defined by successive systemic cycles of accumulation centered on hegemonic powers—Genoa, the Dutch Republic, Britain, and the United States—each cycle characterized by the rise, expansion, and eventual crisis of a dominant financial and territorial order.",systemic cycles of accumulation; hegemony and territoriality; high finance and capital; world-systems analysis; dialectics of state and capital,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_0d255a917e73,"SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Long Twentieth Century Money, Power and the Origins of Our Time Giovanni Arrighi.pdf",.pdf,2482459,"the long twentieth century money, power and the origins of our time giovanni arrighi.pdf|2482459",1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0129,backlog,False,International Relations Theory,The Political Economy of International Relations Gilpin.pdf,The Political Economy of International Relations,theory,"International relations are fundamentally shaped by the interaction of political power and economic interests, with structural changes in the global economy driving conflict and requiring analysis across liberal, nationalist, and Marxist perspectives.",Political economy framework; Structural change in international systems; Hegemonic stability theory; International monetary regimes; Trade politics and protectionism; Multinational corporations,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_09f64ce700be,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Political Economy of International Relations Gilpin.pdf,.pdf,46429313,the political economy of international relations gilpin.pdf|46429313,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0130,backlog,False,International Relations Theory,The Power of International Theory.pdf,The Power of International Theory: Reforging the Link to Foreign Policy-Making Through Scientific Enquiry,method,"International relations theory can guide policy-makers effectively by adopting a causal-conventional approach that combines empirical testing, methodological pluralism, and limited prediction while addressing criticisms of earlier positivism.",causal-conventional methodology; holistic empirical testing; methodological pluralism; theory selection criteria; policy guidance; positivism and post-positivism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_76a1936ba16a,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Power of International Theory.pdf,.pdf,911466,the power of international theory.pdf|911466,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0131,backlog,False,International Relations Theory,The Puzzles of Politics  Kratochwil.pdf,The Puzzles of Politics,theory,"International relations theory must expand beyond traditional approaches to examine how social order, norms, and principles of justice enable and sustain politics, drawing on constructivist insights about rules and their constitutive role.",constructivism; norms and rules; sovereignty; social order; global governance; epistemology,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_42b2853972a2,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Puzzles of Politics  Kratochwil.pdf,.pdf,1193632,the puzzles of politics  kratochwil.pdf|1193632,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0132,backlog,False,International Relations Theory,The Realist Tradition in International Relations.pdf,"The Realist Tradition in International Relations: The Foundations of Western Order, Volume 1: State of Hope",theory,An examination of realism as a philosophical and theoretical foundation for understanding international relations and the structure of Western political order.,realism; international relations theory; nation-state; Western order; political philosophy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_6d1ee37ceeb0,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Realist Tradition in International Relations.pdf,.pdf,5443899,the realist tradition in international relations.pdf|5443899,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0133,backlog,False,International Relations Theory,The Room Where It Happened A White House Memoir.pdf,The Room Where It Happened: A White House Memoir,empirical,"An insider account of the Trump administration's national security decision-making, arguing that institutional dysfunction and the president's reliance on instinct over systematic analysis undermined effective governance.",Presidential decision-making process; National Security Council operations; Executive Branch management; Foreign policy via personal relationships; Institutional dysfunction,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_f592bdc95bd8,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Room Where It Happened A White House Memoir.pdf,.pdf,5766912,the room where it happened a white house memoir.pdf|5766912,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0134,backlog,False,International Relations Theory,The Structure of International Conflict.pdf,The Structure of International Conflict,theory,"International conflict can be analyzed through systematic structural and processual frameworks encompassing psychological dimensions, behavioral patterns, termination mechanisms, and management strategies.",conflict structure; conflict processes; psychological dimensions; conflict behavior; negotiation; conflict management; peacemaking and mediation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_bd2911266e55,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Structure of International Conflict.pdf,.pdf,34031295,the structure of international conflict.pdf|34031295,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0135,backlog,False,International Relations Theory,The Wars before the Great War Conflict and International Politics before the Outbreak of the First World War.pdf,The Wars before the Great War: Conflict and International Politics before the Outbreak of the First World War,empirical,"The Italo-Ottoman War and Balkan Wars of 1911–1914 fundamentally destabilized European international politics and military planning, making them crucial to understanding the origins of the First World War.",Great power diplomacy and peripheral conflicts; Military planning and doctrine; National mobilization and civic engagement; Empire and nation-state competition; International instability and cascading crises,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_b57323a5bfbb,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The Wars before the Great War Conflict and International Politics before the Outbreak of the First World War.pdf,.pdf,2619362,the wars before the great war conflict and international politics before the outbreak of the first world war.pdf|2619362,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0136,backlog,False,International Relations Theory,The basics - international relations.pdf,International Relations: The Basics,mixed,"A concise introduction to international relations that covers major theoretical frameworks, contemporary global issues, and debates in the discipline for students and general readers.",realism; liberalism; anarchy; globalization; humanitarian intervention; international justice; state sovereignty,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_4f609df3af9f,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The basics - international relations.pdf,.pdf,1232879,the basics - international relations.pdf|1232879,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0137,backlog,False,International Relations Theory,The politics of international law.pdf,The Politics of International Law,theory,"International law and politics are deeply intertwined through a constructivist lens wherein law is an historically contingent institutional expression of political action shaped by liberal politics, which reciprocally constitutes international relations.",constructivism; politics-law nexus; liberal international order; institutional design; global governance; sovereignty and legitimacy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_7c9408d51547,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The politics of international law.pdf,.pdf,1642527,the politics of international law.pdf|1642527,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0138,backlog,False,International Relations Theory,The power of power politics.pdf,The Power of Power Politics: From Classical Realism to Neotraditionalism,theory,"An examination of whether the power politics (realist) perspective can adequately explain international relations, evaluating its theoretical coherence and empirical accuracy across classical realism, neorealism, and contemporary approaches.",Power politics paradigm; Classical realism; Neorealism; Balancing theory; Institutional approaches; Paradigm progression and degeneration,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_1962894bf657,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The power of power politics.pdf,.pdf,1807462,the power of power politics.pdf|1807462,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0139,backlog,False,International Relations Theory,The state and international relations.pdf,The State and International Relations,theory,Examines the historical relationship between state formation and the development of international relations theory and practice.,state sovereignty; international system; state formation; international theory; power politics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_dd417680711e,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The state and international relations.pdf,.pdf,7682844,the state and international relations.pdf|7682844,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0140,backlog,False,International Relations Theory,The_Balance_of_Power_in_World_History.pdf,The Balance of Power in World History,theory,The book examines how balance-of-power dynamics and hierarchical structures have functioned across different international systems throughout history.,balance of power; international hierarchy; system structure; great power politics; international systems,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_51b2ae9324d9,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The_Balance_of_Power_in_World_History.pdf,.pdf,1850541,the_balance_of_power_in_world_history.pdf|1850541,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0141,backlog,False,International Relations Theory,The_Dual_State.pdf,"The Dual State: Parapolitics, Carl Schmitt and the National Security Complex",theory,"The modern state operates through a dual structure combining formal constitutional governance with hidden extralegal networks of covert action and national security apparatus, a condition theorized through Carl Schmitt's political philosophy and examined across global contexts.",parapolitics; dual state; Carl Schmitt; national security complex; covert action; state terrorism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_8e4769c404ec,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/The_Dual_State.pdf,.pdf,2761378,the_dual_state.pdf|2761378,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
